Time (s),Actual Depth (ft),First Stop Depth,Time To Surface,Average PP02 (text),Fraction O2 (text),Fraction He (text),First Stop Time,Current NDL,Current Circuit Mode,Water Temp (°F),Gas Switch Needed,External PPO2,Tank 1 pressure (psi),Tank 2 pressure (psi),Tank 3 pressure (psi),Tank 4 pressure (psi),Seconds,Display Minutes (text),Display Seconds (text),Max Depth (text),Actual Time (text),AM/PM Indicator (text),Gas Mixture (text)
810,-175.7,50,16,1.13,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,13,30,188.3,8:53,pm,
815,-175.9,50,16,1.14,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,13,35,188.3,8:53,pm,
820,-175.3,50,16,1.13,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,13,40,188.3,8:53,pm,
825,-175.2,70,16,1.13,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,13,45,188.3,8:53,pm,
830,-175.3,70,16,1.13,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,13,50,188.3,8:53,pm,
835,-174.5,70,16,1.13,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,13,55,188.3,8:53,pm,
840,-173.9,70,16,1.13,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,14,00,188.3,8:53,pm,
845,-172,70,15,1.12,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,14,05,188.3,8:54,pm,
850,-172,70,15,1.12,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,14,10,188.3,8:54,pm,
855,-171.7,70,15,1.11,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,14,15,188.3,8:54,pm,
860,-171.5,70,16,1.11,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,14,20,188.3,8:54,pm,
865,-172.3,80,17,1.12,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,14,25,188.3,8:54,pm,
870,-171.7,80,17,1.11,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,14,30,188.3,8:54,pm,
875,-171.6,50,17,1.11,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,14,35,188.3,8:54,pm,
880,-171.8,50,16,1.11,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,14,40,188.3,8:54,pm,
885,-170.2,50,16,1.1,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,14,45,188.3,8:54,pm,
890,-169.7,50,16,1.1,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,14,50,188.3,8:54,pm,
895,-169.4,50,16,1.1,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,14,55,188.3,8:54,pm,
900,-168.8,50,17,1.1,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,15,00,188.3,8:54,pm,
905,-168.7,50,17,1.1,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,15,05,188.3,8:55,pm,
910,-168.4,50,17,1.1,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,15,10,188.3,8:55,pm,
915,-168.4,60,18,1.09,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,15,15,188.3,8:55,pm,
920,-168.3,60,18,1.09,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,15,20,188.3,8:55,pm,
925,-168.7,60,17,1.1,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,15,25,188.3,8:55,pm,
930,-168.3,60,17,1.09,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,15,30,188.3,8:55,pm,
935,-167.8,60,17,1.09,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,15,35,188.3,8:55,pm,
940,-168.3,60,18,1.09,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,15,40,188.3,8:55,pm,
945,-168,60,18,1.09,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,15,45,188.3,8:55,pm,
950,-167.6,60,18,1.09,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,15,50,188.3,8:55,pm,
955,-167.4,60,18,1.09,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,15,55,188.3,8:55,pm,
960,-166.4,60,19,1.08,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,16,00,188.3,8:55,pm,
965,-166.6,60,19,1.09,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,16,05,188.3,8:56,pm,
970,-165.6,60,19,1.08,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,16,10,188.3,8:56,pm,
975,-165.4,60,19,1.08,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,16,15,188.3,8:56,pm,
980,-166.3,60,19,1.08,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,16,20,188.3,8:56,pm,
985,-166,60,19,1.08,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,16,25,188.3,8:56,pm,
990,-165.1,60,19,1.08,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,16,30,188.3,8:56,pm,
995,-164.1,60,19,1.07,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,16,35,188.3,8:56,pm,
1000,-161.5,60,19,1.06,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,16,40,188.3,8:56,pm,
1005,-158.6,60,19,1.04,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,16,45,188.3,8:56,pm,
1010,-159.6,60,19,1.05,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,16,50,188.3,8:56,pm,
1015,-159.8,60,20,1.05,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,16,55,188.3,8:56,pm,
1020,-159.8,60,20,1.05,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,17,00,188.3,8:56,pm,
1025,-159.2,60,20,1.04,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,17,05,188.3,8:57,pm,
1030,-161.2,70,20,1.06,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,17,10,188.3,8:57,pm,
1035,-160.6,70,20,1.05,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,17,15,188.3,8:57,pm,
1040,-159.6,70,20,1.05,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,17,20,188.3,8:57,pm,
1045,-159.8,70,20,1.05,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,17,25,188.3,8:57,pm,
1050,-159.3,70,20,1.05,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,17,30,188.3,8:57,pm,
1055,-159.4,70,21,1.05,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,17,35,188.3,8:57,pm,
1060,-158.8,70,21,1.04,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,17,40,188.3,8:57,pm,
1065,-158.1,70,21,1.04,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,17,45,188.3,8:57,pm,
1070,-156.5,70,21,1.03,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,17,50,188.3,8:57,pm,
1075,-154.4,70,21,1.02,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,17,55,188.3,8:57,pm,
1080,-152.6,70,21,1.01,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,18,00,188.3,8:57,pm,
1085,-150.7,70,21,1,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,18,05,188.3,8:58,pm,
1090,-149.4,70,20,0.99,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,18,10,188.3,8:58,pm,
1095,-147.4,70,20,0.98,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,18,15,188.3,8:58,pm,
1100,-146.3,70,20,0.98,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,18,20,188.3,8:58,pm,
1105,-146.6,70,21,0.98,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,18,25,188.3,8:58,pm,
1110,-146.8,70,21,0.98,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,18,30,188.3,8:58,pm,
1115,-146.1,70,21,0.98,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,18,35,188.3,8:58,pm,
1120,-145.8,70,21,0.97,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,18,40,188.3,8:58,pm,
1125,-145.5,70,21,0.97,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,18,45,188.3,8:58,pm,
1130,-145,70,22,0.97,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,18,50,188.3,8:58,pm,
1135,-143.7,70,22,0.96,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,18,55,188.3,8:58,pm,
1140,-143.1,70,22,0.96,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,19,00,188.3,8:58,pm,
1145,-141.1,70,21,0.95,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,19,05,188.3,8:59,pm,
1150,-139.2,70,21,0.94,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,19,10,188.3,8:59,pm,
1155,-137.9,70,21,0.93,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,19,15,188.3,8:59,pm,
1160,-136.7,70,21,0.92,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,19,20,188.3,8:59,pm,
1165,-135.2,70,21,0.92,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,19,25,188.3,8:59,pm,
1170,-134.8,70,21,0.91,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,19,30,188.3,8:59,pm,
1175,-134.5,70,22,0.91,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,19,35,188.3,8:59,pm,
1180,-135.1,70,22,0.91,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,19,40,188.3,8:59,pm,
1185,-135.8,70,22,0.92,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,19,45,188.3,8:59,pm,
1190,-134.9,70,22,0.91,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,19,50,188.3,8:59,pm,
1195,-134.4,70,22,0.91,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,19,55,188.3,8:59,pm,
1200,-134.2,70,22,0.91,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,20,00,188.3,8:59,pm,
1205,-132.8,70,22,0.9,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,20,05,188.3,9:00,pm,
1210,-131.9,70,22,0.9,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,20,10,188.3,9:00,pm,
1215,-129.7,70,22,0.89,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,20,15,188.3,9:00,pm,
1220,-128.4,70,22,0.88,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,20,20,188.3,9:00,pm,
1225,-126.8,70,22,0.87,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,20,25,188.3,9:00,pm,
1230,-126,70,22,0.87,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,20,30,188.3,9:00,pm,
1235,-125.3,70,22,0.86,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,20,35,188.3,9:00,pm,
1240,-124.3,70,22,0.86,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,20,40,188.3,9:00,pm,
1245,-123.5,70,22,0.85,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,20,45,188.3,9:00,pm,
1250,-122.5,70,22,0.85,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,20,50,188.3,9:00,pm,
1255,-122.8,70,22,0.85,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,20,55,188.3,9:00,pm,
1260,-123.7,70,23,0.85,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,21,00,188.3,9:00,pm,
1265,-122.2,70,22,0.85,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,21,05,188.3,9:01,pm,
1270,-121.1,70,22,0.84,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,21,10,188.3,9:01,pm,
1275,-121.1,70,22,0.84,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,21,15,188.3,9:01,pm,
1280,-120.5,70,22,0.84,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,21,20,188.3,9:01,pm,
1285,-120.3,70,22,0.84,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,21,25,188.3,9:01,pm,
1290,-120.1,70,23,0.83,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,21,30,188.3,9:01,pm,
1295,-119.6,70,23,0.83,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,21,35,188.3,9:01,pm,
1300,-118.3,70,23,0.82,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,21,40,188.3,9:01,pm,
1305,-115.7,70,23,0.81,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,21,45,188.3,9:01,pm,
1310,-114.2,70,23,0.8,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,21,50,188.3,9:01,pm,
1315,-112.8,70,23,0.8,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,21,55,188.3,9:01,pm,
1320,-112.3,70,23,0.79,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,22,00,188.3,9:01,pm,
1325,-109.8,70,22,0.78,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,22,05,188.3,9:02,pm,
1330,-107.9,70,22,0.77,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,22,10,188.3,9:02,pm,
1335,-106.1,70,22,0.76,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,22,15,188.3,9:02,pm,
1340,-104.4,70,22,0.75,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,22,20,188.3,9:02,pm,
1345,-103.5,70,22,0.74,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,22,25,188.3,9:02,pm,
1350,-102.4,70,22,0.74,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,22,30,188.3,9:02,pm,
1355,-101.3,60,22,0.73,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,22,35,188.3,9:02,pm,
1360,-99.8,60,22,0.72,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,22,40,188.3,9:02,pm,
1365,-99.6,60,22,0.72,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,22,45,188.3,9:02,pm,
1370,-99.2,60,22,0.72,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,22,50,188.3,9:02,pm,
1375,-100.7,60,23,0.73,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,22,55,188.3,9:02,pm,
1380,-101.9,60,23,0.73,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,23,00,188.3,9:02,pm,
1385,-101.3,60,23,0.73,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,23,05,188.3,9:03,pm,
1390,-102.1,60,23,0.74,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,23,10,188.3,9:03,pm,
1395,-102.7,60,24,0.74,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,23,15,188.3,9:03,pm,
1400,-103.1,60,24,0.74,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,23,20,188.3,9:03,pm,
1405,-103.6,60,23,0.74,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,23,25,188.3,9:03,pm,
1410,-103.3,60,23,0.74,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,23,30,188.3,9:03,pm,
1415,-103.1,60,23,0.74,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,23,35,188.3,9:03,pm,
1420,-103.1,60,24,0.74,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,23,40,188.3,9:03,pm,
1425,-102.8,60,24,0.74,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,23,45,188.3,9:03,pm,
1430,-101.1,60,24,0.73,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,23,50,188.3,9:03,pm,
1435,-99.9,60,24,0.72,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,23,55,188.3,9:03,pm,
1440,-98.7,60,24,0.72,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,24,00,188.3,9:03,pm,
1445,-97.7,60,24,0.71,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,24,05,188.3,9:04,pm,
1450,-97.5,60,24,0.71,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,24,10,188.3,9:04,pm,
1455,-96.2,60,24,0.7,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,24,15,188.3,9:04,pm,
1460,-95.5,60,23,0.7,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,24,20,188.3,9:04,pm,
1465,-94.7,60,23,0.7,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,24,25,188.3,9:04,pm,
1470,-95,60,24,0.7,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,24,30,188.3,9:04,pm,
1475,-94.3,60,24,0.69,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,24,35,188.3,9:04,pm,
1480,-93.1,60,24,0.69,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,24,40,188.3,9:04,pm,
1485,-92.1,60,24,0.68,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,24,45,188.3,9:04,pm,
1490,-91.4,60,24,0.68,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,24,50,188.3,9:04,pm,
1495,-90.6,60,24,0.67,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,24,55,188.3,9:04,pm,
1500,-89.5,60,24,0.67,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,25,00,188.3,9:04,pm,
1505,-88.6,60,24,0.66,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,25,05,188.3,9:05,pm,
1510,-89.3,60,24,0.67,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,25,10,188.3,9:05,pm,
1515,-90.4,60,24,0.67,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,25,15,188.3,9:05,pm,
1520,-90.4,60,24,0.67,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,25,20,188.3,9:05,pm,
1525,-90.3,60,24,0.67,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,25,25,188.3,9:05,pm,
1530,-90.4,60,24,0.67,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,25,30,188.3,9:05,pm,
1535,-91.1,50,25,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,25,35,188.3,9:05,pm,
1540,-91.5,50,25,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,25,40,188.3,9:05,pm,
1545,-92,50,24,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,25,45,188.3,9:05,pm,
1550,-92.1,50,24,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,25,50,188.3,9:05,pm,
1555,-91.2,50,25,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,25,55,188.3,9:05,pm,
1560,-91,50,25,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,26,00,188.3,9:05,pm,
1565,-91.2,50,25,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,26,05,188.3,9:06,pm,
1570,-91.2,50,25,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,26,10,188.3,9:06,pm,
1575,-89.9,50,25,0.67,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,26,15,188.3,9:06,pm,
1580,-89.5,50,25,0.67,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,26,20,188.3,9:06,pm,
1585,-88.6,50,26,0.66,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,26,25,188.3,9:06,pm,
1590,-89.3,50,26,0.67,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,26,30,188.3,9:06,pm,
1595,-90.2,50,26,0.67,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,26,35,188.3,9:06,pm,
1600,-90.4,50,26,0.67,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,26,40,188.3,9:06,pm,
1605,-91,50,25,0.67,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,26,45,188.3,9:06,pm,
1610,-91.4,50,25,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,26,50,188.3,9:06,pm,
