Time (s),Actual Depth (ft),First Stop Depth,Time To Surface,Average PP02 (text),Fraction O2 (text),Fraction He (text),First Stop Time,Current NDL,Current Circuit Mode,Water Temp (°F),Gas Switch Needed,External PPO2,Tank 1 pressure (psi),Tank 2 pressure (psi),Tank 3 pressure (psi),Tank 4 pressure (psi),Seconds,Display Minutes (text),Display Seconds (text),Max Depth (text),Actual Time (text),AM/PM Indicator (text),Gas Mixture (text)
1615,-91.4,50,25,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,26,55,188.3,9:06,pm,
1620,-91.8,50,26,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,27,00,188.3,9:06,pm,
1625,-92.1,50,26,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,27,05,188.3,9:07,pm,
1630,-91.4,50,26,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,27,10,188.3,9:07,pm,
1635,-91.7,50,26,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,27,15,188.3,9:07,pm,
1640,-92.6,50,26,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,27,20,188.3,9:07,pm,
1645,-92.2,50,26,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,27,25,188.3,9:07,pm,
1650,-91.4,50,27,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,27,30,188.3,9:07,pm,
1655,-91.6,50,27,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,27,35,188.3,9:07,pm,
1660,-91.8,50,27,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,27,40,188.3,9:07,pm,
1665,-91.7,50,27,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,27,45,188.3,9:07,pm,
1670,-91.6,50,26,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,27,50,188.3,9:07,pm,
1675,-91.7,50,26,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,27,55,188.3,9:07,pm,
1680,-91.8,50,26,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,28,00,188.3,9:07,pm,
1685,-93,50,26,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,28,05,188.3,9:08,pm,
1690,-92.9,50,27,0.69,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,28,10,188.3,9:08,pm,
1695,-91.6,50,27,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,28,15,188.3,9:08,pm,
1700,-91.8,50,27,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,28,20,188.3,9:08,pm,
1705,-91.8,50,27,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,28,25,188.3,9:08,pm,
1710,-92.2,50,27,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,28,30,188.3,9:08,pm,
1715,-92,50,27,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,28,35,188.3,9:08,pm,
1720,-91,50,27,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,28,40,188.3,9:08,pm,
1725,-90.8,50,27,0.68,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,28,45,188.3,9:08,pm,
1730,-90,50,27,0.67,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,28,50,188.3,9:08,pm,
1735,-89.1,50,27,0.67,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,28,55,188.3,9:08,pm,
1740,-88.5,50,27,0.66,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,29,00,188.3,9:08,pm,
1745,-87.5,50,27,0.66,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,29,05,188.3,9:09,pm,
1750,-87,50,27,0.65,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,29,10,188.3,9:09,pm,
1755,-86.2,50,27,0.65,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,29,15,188.3,9:09,pm,
1760,-85.2,50,27,0.65,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,29,20,188.3,9:09,pm,
1765,-83.5,50,27,0.64,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,29,25,188.3,9:09,pm,
1770,-81.7,50,27,0.63,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,29,30,188.3,9:09,pm,
1775,-80.3,50,27,0.62,18,45,1,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,29,35,188.3,9:09,pm,
1780,-79.7,50,27,0.61,18,45,1,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,29,40,188.3,9:09,pm,
1785,-79.4,50,27,0.61,18,45,1,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,29,45,188.3,9:09,pm,
1790,-80.4,50,27,0.62,18,45,1,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,29,50,188.3,9:09,pm,
1795,-80.1,50,27,0.62,18,45,1,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,29,55,188.3,9:09,pm,
1800,-78.5,50,27,0.61,18,45,1,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,30,00,188.3,9:09,pm,
1805,-78.1,50,27,0.61,18,45,1,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,30,05,188.3,9:10,pm,
1810,-78.2,50,27,0.61,18,45,1,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,30,10,188.3,9:10,pm,
1815,-77.4,50,27,0.6,18,45,1,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,30,15,188.3,9:10,pm,
1820,-76.8,50,27,0.6,18,45,1,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,30,20,188.3,9:10,pm,
1825,-74.9,50,27,0.59,18,45,1,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,30,25,188.3,9:10,pm,
1830,-73.8,50,28,0.58,18,45,1,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,30,30,188.3,9:10,pm,
1835,-72.9,50,28,0.58,18,45,1,0,1,59,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,30,35,188.3,9:10,pm,
1840,-71.6,50,28,0.57,18,45,1,0,1,59,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,30,40,188.3,9:10,pm,
1845,-71,50,28,0.57,18,45,1,0,1,59,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,30,45,188.3,9:10,pm,
1850,-69.6,50,27,0.56,18,45,1,0,1,59,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,30,50,188.3,9:10,pm,
1855,-68.1,50,27,0.55,18,45,1,0,1,59,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,30,55,188.3,9:10,pm,
1860,-67.8,50,27,0.55,18,45,1,0,1,60,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,31,00,188.3,9:10,pm,
1865,-68,50,27,0.55,18,45,1,0,1,60,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,31,05,188.3,9:11,pm,
1870,-67.9,50,27,0.55,18,45,1,0,1,60,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,31,10,188.3,9:11,pm,
1875,-67,50,27,0.55,18,45,1,0,1,60,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,31,15,188.3,9:11,pm,
1880,-66.9,50,28,0.55,18,45,1,0,1,60,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,31,20,188.3,9:11,pm,
1885,-66,50,28,0.54,18,45,1,0,1,60,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,31,25,188.3,9:11,pm,
1890,-64.8,50,28,0.53,18,45,1,0,1,60,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,31,30,188.3,9:11,pm,
1895,-62.5,50,28,0.52,18,45,1,0,1,60,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,31,35,188.3,9:11,pm,
1900,-61,50,27,0.51,18,45,1,0,1,60,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,31,40,188.3,9:11,pm,
1905,-61,50,27,0.51,18,45,1,0,1,60,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,31,45,188.3,9:11,pm,
1910,-60.4,50,27,0.51,18,45,1,0,1,60,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,31,50,188.3,9:11,pm,
1915,-60.8,50,27,0.51,18,45,1,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,31,55,188.3,9:11,pm,
1920,-61.2,50,27,0.51,18,45,1,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,32,00,188.3,9:11,pm,
1925,-59.8,40,27,0.51,18,45,2,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,32,05,188.3,9:12,pm,
1930,-58.8,40,27,0.5,18,45,2,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,32,10,188.3,9:12,pm,
1935,-59.9,50,28,0.51,18,45,1,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,32,15,188.3,9:12,pm,
1940,-61.1,40,27,0.51,18,45,2,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,32,20,188.3,9:12,pm,
1945,-59.8,40,27,0.51,18,45,2,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,32,25,188.3,9:12,pm,
1950,-58.5,50,28,0.5,18,45,1,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,32,30,188.3,9:12,pm,
1955,-58.3,40,28,0.5,18,45,2,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,32,35,188.3,9:12,pm,
1960,-58.7,40,28,0.5,18,45,2,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,32,40,188.3,9:12,pm,
1965,-59.6,40,28,0.51,18,45,2,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,32,45,188.3,9:12,pm,
1970,-59.1,40,28,0.5,18,45,2,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,32,50,188.3,9:12,pm,
1975,-58.3,40,28,0.5,18,45,2,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,32,55,188.3,9:12,pm,
1980,-58.6,40,28,0.5,18,45,2,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,33,00,188.3,9:12,pm,
1985,-59.5,40,27,0.51,18,45,2,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,33,05,188.3,9:13,pm,
1990,-59.2,40,27,0.5,18,45,2,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,33,10,188.3,9:13,pm,
1995,-59.7,40,27,0.5,18,45,2,0,1,61,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,33,15,188.3,9:13,pm,
2000,-59.6,40,28,0.51,18,45,2,0,1,62,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,33,20,188.3,9:13,pm,
2005,-59.6,40,28,0.51,18,45,2,0,1,62,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,33,25,188.3,9:13,pm,
2010,-59.2,40,28,0.5,18,45,2,0,1,62,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,33,30,188.3,9:13,pm,
2015,-58.8,40,28,1.39,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,33,35,188.3,9:13,pm,Nx50
2020,-58.7,40,28,1.39,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,33,40,188.3,9:13,pm,Nx50
2025,-59,40,28,1.4,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,33,45,188.3,9:13,pm,Nx50
2030,-58.8,40,28,1.39,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,33,50,188.3,9:13,pm,Nx50
2035,-58.8,40,28,1.39,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,33,55,188.3,9:13,pm,Nx50
2040,-58.8,40,27,1.39,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,34,00,188.3,9:13,pm,Nx50
2045,-58.1,40,27,1.38,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,34,05,188.3,9:14,pm,Nx50
2050,-59.1,40,27,1.4,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,34,10,188.3,9:14,pm,Nx50
2055,-59.8,40,27,1.41,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,34,15,188.3,9:14,pm,Nx50
2060,-58.8,40,27,1.39,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,34,20,188.3,9:14,pm,Nx50
2065,-58.5,40,27,1.39,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,34,25,188.3,9:14,pm,Nx50
2070,-57.5,40,27,1.37,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,34,30,188.3,9:14,pm,Nx50
2075,-56,40,27,1.35,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,34,35,188.3,9:14,pm,Nx50
2080,-53.5,40,27,1.32,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,34,40,188.3,9:14,pm,Nx50
2085,-51.5,40,27,1.28,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,34,45,188.3,9:14,pm,Nx50
2090,-49.6,40,27,1.26,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,34,50,188.3,9:14,pm,Nx50
2095,-48.6,40,27,1.24,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,34,55,188.3,9:14,pm,Nx50
2100,-47.8,40,26,1.23,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,35,00,188.3,9:14,pm,Nx50
2105,-46.3,40,26,1.2,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,35,05,188.3,9:15,pm,Nx50
2110,-46.3,40,26,1.2,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,35,10,188.3,9:15,pm,Nx50
2115,-44.9,40,26,1.19,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,35,15,188.3,9:15,pm,Nx50
2120,-42.5,40,26,1.15,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,35,20,188.3,9:15,pm,Nx50
2125,-42,40,26,1.14,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,35,25,188.3,9:15,pm,Nx50
2130,-41.6,40,26,1.13,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,35,30,188.3,9:15,pm,Nx50
2135,-40.9,40,26,1.12,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,35,35,188.3,9:15,pm,Nx50
2140,-40.5,30,26,1.12,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,35,40,188.3,9:15,pm,Nx50
2145,-40.1,30,26,1.11,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,35,45,188.3,9:15,pm,Nx50
2150,-40.9,30,26,1.12,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,35,50,188.3,9:15,pm,Nx50
2155,-42.2,30,26,1.14,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,35,55,188.3,9:15,pm,Nx50
2160,-43.1,30,26,1.16,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,36,00,188.3,9:15,pm,Nx50
2165,-42.4,30,26,1.14,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,36,05,188.3,9:16,pm,Nx50
2170,-42.1,30,26,1.14,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,36,10,188.3,9:16,pm,Nx50
2175,-41.7,30,26,1.14,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,36,15,188.3,9:16,pm,Nx50
2180,-40.8,30,25,1.12,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,36,20,188.3,9:16,pm,Nx50
2185,-40.5,30,25,1.11,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,36,25,188.3,9:16,pm,Nx50
2190,-41.1,30,25,1.12,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,36,30,188.3,9:16,pm,Nx50
2195,-41.7,30,25,1.13,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,36,35,188.3,9:16,pm,Nx50
2200,-42.1,30,25,1.14,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,36,40,188.3,9:16,pm,Nx50
2205,-42.5,30,25,1.15,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,36,45,188.3,9:16,pm,Nx50
2210,-43,30,25,1.15,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,36,50,188.3,9:16,pm,Nx50
2215,-43,30,25,1.15,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,36,55,188.3,9:16,pm,Nx50
2220,-43.2,30,25,1.16,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,37,00,188.3,9:16,pm,Nx50
2225,-42,30,25,1.14,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,37,05,188.3,9:17,pm,Nx50
2230,-41.5,30,25,1.13,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,37,10,188.3,9:17,pm,Nx50
2235,-41.3,30,24,1.13,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,37,15,188.3,9:17,pm,Nx50
2240,-41.8,30,24,1.14,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,37,20,188.3,9:17,pm,Nx50
2245,-41.4,30,24,1.13,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,37,25,188.3,9:17,pm,Nx50
2250,-41.3,30,24,1.13,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,37,30,188.3,9:17,pm,Nx50
2255,-42,30,24,1.14,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,37,35,188.3,9:17,pm,Nx50
2260,-42.1,30,24,1.14,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,37,40,188.3,9:17,pm,Nx50
2265,-41.6,30,24,1.13,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,37,45,188.3,9:17,pm,Nx50
2270,-41.8,30,24,1.14,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,37,50,188.3,9:17,pm,Nx50
2275,-41.8,30,24,1.14,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,37,55,188.3,9:17,pm,Nx50
2280,-41.3,30,24,1.13,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,38,00,188.3,9:17,pm,Nx50
2285,-40.7,30,24,1.12,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,38,05,188.3,9:18,pm,Nx50
2290,-39.7,30,24,1.11,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,38,10,188.3,9:18,pm,Nx50
2295,-39.7,30,23,1.1,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,38,15,188.3,9:18,pm,Nx50
2300,-39.2,30,23,1.1,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,38,20,188.3,9:18,pm,Nx50
2305,-39.6,30,23,1.1,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,38,25,188.3,9:18,pm,Nx50
2310,-40,30,23,1.11,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,38,30,188.3,9:18,pm,Nx50
2315,-40.1,30,23,1.11,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,38,35,188.3,9:18,pm,Nx50
2320,-40.2,30,23,1.11,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,38,40,188.3,9:18,pm,Nx50
2325,-41.3,30,23,1.13,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,38,45,188.3,9:18,pm,Nx50
2330,-40.6,30,23,1.12,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,38,50,188.3,9:18,pm,Nx50
2335,-40.5,30,23,1.12,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,38,55,188.3,9:18,pm,Nx50
2340,-40.7,30,23,1.12,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,39,00,188.3,9:18,pm,Nx50
2345,-39.7,30,23,1.11,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,39,05,188.3,9:19,pm,Nx50
2350,-39.6,30,23,1.1,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,39,10,188.3,9:19,pm,Nx50
2355,-39.7,30,23,1.1,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,39,15,188.3,9:19,pm,Nx50
2360,-39.7,30,23,1.1,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,39,20,188.3,9:19,pm,Nx50
2365,-39.8,20,23,1.11,50,0,21,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,39,25,188.3,9:19,pm,Nx50
2370,-38.6,20,23,1.09,50,0,21,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,39,30,188.3,9:19,pm,Nx50
2375,-37.1,20,23,1.07,50,0,21,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,39,35,188.3,9:19,pm,Nx50
2380,-36.1,20,22,1.05,50,0,21,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,39,40,188.3,9:19,pm,Nx50
2385,-35.4,20,22,1.04,50,0,21,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,39,45,188.3,9:19,pm,Nx50
2390,-34.7,20,22,1.03,50,0,21,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,39,50,188.3,9:19,pm,Nx50
2395,-35.3,20,22,1.04,50,0,21,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,39,55,188.3,9:19,pm,Nx50
2400,-35.8,20,22,1.04,50,0,21,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,40,00,188.3,9:19,pm,Nx50
2405,-35.7,20,22,1.04,50,0,21,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,40,05,188.3,9:20,pm,Nx50
2410,-36.5,20,22,1.06,50,0,21,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,40,10,188.3,9:20,pm,Nx50
