Time (s),Actual Depth (ft),First Stop Depth,Time To Surface,Average PP02 (text),Fraction O2 (text),Fraction He (text),First Stop Time,Current NDL,Current Circuit Mode,Water Temp (°F),Gas Switch Needed,External PPO2,Tank 1 pressure (psi),Tank 2 pressure (psi),Tank 3 pressure (psi),Tank 4 pressure (psi),Seconds,Display Minutes (text),Display Seconds (text),Max Depth (text),Actual Time (text),AM/PM Indicator (text),Gas Mixture (text)
3195,-20.7,20,10,0.82,50,0,9,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,53,15,188.3,9:33,pm,Nx50
3200,-22.3,20,10,0.84,50,0,9,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,53,20,188.3,9:33,pm,Nx50
3205,-23,20,9,0.85,50,0,8,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,53,25,188.3,9:33,pm,Nx50
3210,-24.4,20,9,0.87,50,0,8,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,53,30,188.3,9:33,pm,Nx50
3215,-25.6,20,9,0.89,50,0,8,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,53,35,188.3,9:33,pm,Nx50
3220,-26.8,20,9,0.91,50,0,8,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,53,40,188.3,9:33,pm,Nx50
3225,-26.2,20,9,0.9,50,0,8,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,53,45,188.3,9:33,pm,Nx50
3230,-24.6,20,9,0.88,50,0,8,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,53,50,188.3,9:33,pm,Nx50
3235,-25.5,20,9,0.89,50,0,8,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,53,55,188.3,9:33,pm,Nx50
3240,-26.4,20,9,0.9,50,0,8,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,54,00,188.3,9:33,pm,Nx50
3245,-26.9,20,9,0.91,50,0,8,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,54,05,188.3,9:34,pm,Nx50
3250,-27.4,20,9,0.92,50,0,8,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,54,10,188.3,9:34,pm,Nx50
3255,-28.2,20,9,0.93,50,0,8,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,54,15,188.3,9:34,pm,Nx50
3260,-28.9,20,8,0.94,50,0,7,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,54,20,188.3,9:34,pm,Nx50
3265,-29.4,20,8,0.95,50,0,7,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,54,25,188.3,9:34,pm,Nx50
3270,-30,20,8,0.96,50,0,7,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,54,30,188.3,9:34,pm,Nx50
3275,-30.5,20,8,0.97,50,0,7,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,54,35,188.3,9:34,pm,Nx50
3280,-30.1,20,8,0.96,50,0,7,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,54,40,188.3,9:34,pm,Nx50
3285,-28.7,20,8,0.94,50,0,7,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,54,45,188.3,9:34,pm,Nx50
3290,-27.7,20,8,0.92,50,0,7,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,54,50,188.3,9:34,pm,Nx50
3295,-25,20,8,0.88,50,0,7,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,54,55,188.3,9:34,pm,Nx50
3300,-23.9,20,8,0.87,50,0,7,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,55,00,188.3,9:34,pm,Nx50
3305,-23.3,20,8,0.86,50,0,7,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,55,05,188.3,9:35,pm,Nx50
3310,-23.1,20,8,0.85,50,0,7,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,55,10,188.3,9:35,pm,Nx50
3315,-23.8,20,8,0.86,50,0,7,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,55,15,188.3,9:35,pm,Nx50
3320,-24.1,20,8,0.87,50,0,7,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,55,20,188.3,9:35,pm,Nx50
3325,-24.5,20,8,0.88,50,0,7,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,55,25,188.3,9:35,pm,Nx50
3330,-25.2,20,7,0.89,50,0,6,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,55,30,188.3,9:35,pm,Nx50
3335,-25.4,20,7,0.89,50,0,6,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,55,35,188.3,9:35,pm,Nx50
3340,-26,20,7,0.9,50,0,6,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,55,40,188.3,9:35,pm,Nx50
3345,-26.1,20,7,0.9,50,0,6,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,55,45,188.3,9:35,pm,Nx50
3350,-27.4,20,7,0.92,50,0,6,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,55,50,188.3,9:35,pm,Nx50
3355,-26.5,20,7,0.91,50,0,6,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,55,55,188.3,9:35,pm,Nx50
3360,-26.6,20,7,0.9,50,0,6,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,56,00,188.3,9:35,pm,Nx50
3365,-27.7,20,7,0.92,50,0,6,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,56,05,188.3,9:36,pm,Nx50
3370,-27.9,20,7,0.93,50,0,6,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,56,10,188.3,9:36,pm,Nx50
3375,-27.7,20,7,0.93,50,0,6,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,56,15,188.3,9:36,pm,Nx50
3380,-26.5,20,7,0.91,50,0,6,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,56,20,188.3,9:36,pm,Nx50
3385,-25.7,20,7,0.9,50,0,6,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,56,25,188.3,9:36,pm,Nx50
3390,-24.9,20,7,0.88,50,0,6,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,56,30,188.3,9:36,pm,Nx50
3395,-25.6,20,7,0.89,50,0,6,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,56,35,188.3,9:36,pm,Nx50
3400,-26.4,20,6,0.9,50,0,5,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,56,40,188.3,9:36,pm,Nx50
3405,-26.2,20,6,0.9,50,0,5,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,56,45,188.3,9:36,pm,Nx50
3410,-26.6,20,6,0.91,50,0,5,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,56,50,188.3,9:36,pm,Nx50
3415,-27.4,20,6,0.92,50,0,5,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,56,55,188.3,9:36,pm,Nx50
3420,-27.3,20,6,0.92,50,0,5,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,57,00,188.3,9:36,pm,Nx50
3425,-27.4,20,6,0.92,50,0,5,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,57,05,188.3,9:37,pm,Nx50
3430,-25.9,20,6,0.9,50,0,5,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,57,10,188.3,9:37,pm,Nx50
3435,-25.2,20,6,0.89,50,0,5,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,57,15,188.3,9:37,pm,Nx50
3440,-25.6,20,6,0.89,50,0,5,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,57,20,188.3,9:37,pm,Nx50
3445,-24.8,20,6,0.88,50,0,5,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,57,25,188.3,9:37,pm,Nx50
3450,-25.7,20,6,0.89,50,0,5,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,57,30,188.3,9:37,pm,Nx50
3455,-26.4,20,5,0.9,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,57,35,188.3,9:37,pm,Nx50
3460,-26.6,20,5,0.91,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,57,40,188.3,9:37,pm,Nx50
3465,-26.7,20,5,0.91,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,57,45,188.3,9:37,pm,Nx50
3470,-25,20,5,0.88,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,57,50,188.3,9:37,pm,Nx50
3475,-22.7,20,5,0.85,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,57,55,188.3,9:37,pm,Nx50
3480,-22.5,20,5,0.85,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,58,00,188.3,9:37,pm,Nx50
3485,-22.4,20,5,0.84,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,58,05,188.3,9:38,pm,Nx50
3490,-22.7,20,5,0.85,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,58,10,188.3,9:38,pm,Nx50
3495,-23.3,20,5,0.86,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,58,15,188.3,9:38,pm,Nx50
3500,-24,20,5,0.87,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,58,20,188.3,9:38,pm,Nx50
3505,-24.3,20,5,0.87,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,58,25,188.3,9:38,pm,Nx50
3510,-25.1,20,5,0.88,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,58,30,188.3,9:38,pm,Nx50
3515,-25.4,20,5,0.89,50,0,4,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,58,35,188.3,9:38,pm,Nx50
3520,-26.2,20,4,0.9,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,58,40,188.3,9:38,pm,Nx50
3525,-26.3,20,4,0.9,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,58,45,188.3,9:38,pm,Nx50
3530,-25.4,20,4,0.89,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,58,50,188.3,9:38,pm,Nx50
3535,-25.1,20,4,0.88,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,58,55,188.3,9:38,pm,Nx50
3540,-24.9,20,4,0.88,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,59,00,188.3,9:38,pm,Nx50
3545,-25.8,20,4,0.9,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,59,05,188.3,9:39,pm,Nx50
3550,-26.1,20,4,0.9,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,59,10,188.3,9:39,pm,Nx50
3555,-26.1,20,4,0.9,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,59,15,188.3,9:39,pm,Nx50
3560,-26.8,20,4,0.91,50,0,3,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,59,20,188.3,9:39,pm,Nx50
3565,-26.9,20,4,0.91,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,59,25,188.3,9:39,pm,Nx50
3570,-27.1,20,4,0.91,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,59,30,188.3,9:39,pm,Nx50
3575,-25.5,20,4,0.89,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,59,35,188.3,9:39,pm,Nx50
3580,-23.6,20,4,0.86,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,59,40,188.3,9:39,pm,Nx50
3585,-23,20,4,0.85,50,0,3,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,59,45,188.3,9:39,pm,Nx50
3590,-23,20,3,0.85,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,59,50,188.3,9:39,pm,Nx50
3595,-23.6,20,3,0.86,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,59,55,188.3,9:39,pm,Nx50
3600,-24.8,20,3,0.88,50,0,2,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,60,00,188.3,9:39,pm,Nx50
3605,-25.3,20,3,0.89,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,60,05,188.3,9:40,pm,Nx50
3610,-24.8,20,3,0.88,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,60,10,188.3,9:40,pm,Nx50
3615,-24.9,20,3,0.88,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,60,15,188.3,9:40,pm,Nx50
3620,-24.1,20,3,0.87,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,60,20,188.3,9:40,pm,Nx50
3625,-23.6,20,3,0.86,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,60,25,188.3,9:40,pm,Nx50
3630,-23.6,20,3,0.86,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,60,30,188.3,9:40,pm,Nx50
3635,-23.2,20,3,0.86,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,60,35,188.3,9:40,pm,Nx50
3640,-23.1,20,3,0.85,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,60,40,188.3,9:40,pm,Nx50
3645,-22.1,20,3,0.84,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,60,45,188.3,9:40,pm,Nx50
3650,-22.3,20,3,0.84,50,0,2,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,60,50,188.3,9:40,pm,Nx50
3655,-21.7,20,2,0.83,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,60,55,188.3,9:40,pm,Nx50
3660,-22.1,20,2,0.84,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,61,00,188.3,9:40,pm,Nx50
3665,-22.6,20,2,0.85,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,61,05,188.3,9:41,pm,Nx50
3670,-21.6,20,2,0.83,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,61,10,188.3,9:41,pm,Nx50
3675,-20.9,20,2,0.82,50,0,1,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,61,15,188.3,9:41,pm,Nx50
3680,-21.2,20,2,0.83,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,61,20,188.3,9:41,pm,Nx50
3685,-21.6,20,2,0.83,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,61,25,188.3,9:41,pm,Nx50
3690,-21.6,20,2,0.83,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,61,30,188.3,9:41,pm,Nx50
3695,-21.8,20,2,0.84,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,61,35,188.3,9:41,pm,Nx50
3700,-22.1,20,2,0.84,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,61,40,188.3,9:41,pm,Nx50
3705,-22.7,20,2,0.85,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,61,45,188.3,9:41,pm,Nx50
3710,-23,20,2,0.85,50,0,1,0,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,61,50,188.3,9:41,pm,Nx50
3715,-23.5,0,1,0.86,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,61,55,188.3,9:41,pm,Nx50
3720,-24.3,0,1,0.87,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,62,00,188.3,9:41,pm,Nx50
3725,-24.5,0,1,0.88,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,62,05,188.3,9:42,pm,Nx50
3730,-24.5,0,1,0.88,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,62,10,188.3,9:42,pm,Nx50
3735,-24.7,0,1,0.88,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,62,15,188.3,9:42,pm,Nx50
3740,-24,0,1,0.87,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,62,20,188.3,9:42,pm,Nx50
3745,-22.9,0,1,0.85,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,62,25,188.3,9:42,pm,Nx50
3750,-21.5,0,1,0.83,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,62,30,188.3,9:42,pm,Nx50
3755,-19.5,0,1,0.8,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,62,35,188.3,9:42,pm,Nx50
3760,-17.9,0,1,0.78,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,62,40,188.3,9:42,pm,Nx50
3765,-14.9,0,1,0.73,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,62,45,188.3,9:42,pm,Nx50
3770,-13.6,0,1,0.71,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,62,50,188.3,9:42,pm,Nx50
3775,-15,0,1,0.73,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,62,55,188.3,9:42,pm,Nx50
3780,-13.1,0,1,0.7,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,63,00,188.3,9:42,pm,Nx50
3785,-11.8,0,1,0.68,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,63,05,188.3,9:43,pm,Nx50
3790,-10.4,0,1,0.66,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,63,10,188.3,9:43,pm,Nx50
3795,-9.9,0,1,0.66,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,63,15,188.3,9:43,pm,Nx50
3800,-8.4,0,1,0.63,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,63,20,188.3,9:43,pm,Nx50
3805,-7.6,0,1,0.62,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,63,25,188.3,9:43,pm,Nx50
3810,-6,0,1,0.6,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,63,30,188.3,9:43,pm,Nx50
3815,-3.9,0,1,0.57,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,63,35,188.3,9:43,pm,Nx50
3820,0,0,1,0.53,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,63,40,188.3,9:43,pm,Nx50
3825,0,0,0,0.53,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,63,45,188.3,9:43,pm,Nx50
3830,0,0,0,0.53,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,63,50,188.3,9:43,pm,Nx50
3835,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,63,55,188.3,9:43,pm,Nx50
3840,0,0,0,0.51,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,64,00,188.3,9:43,pm,Nx50
3845,0,0,0,0.51,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,64,05,188.3,9:44,pm,Nx50
3850,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,64,10,188.3,9:44,pm,Nx50
3855,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,64,15,188.3,9:44,pm,Nx50
3860,0,0,0,0.53,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,64,20,188.3,9:44,pm,Nx50
3865,0,0,0,0.53,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,64,25,188.3,9:44,pm,Nx50
3870,0,0,0,0.53,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,64,30,188.3,9:44,pm,Nx50
3875,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,64,35,188.3,9:44,pm,Nx50
3880,0,0,0,0.53,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,64,40,188.3,9:44,pm,Nx50
3885,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,64,45,188.3,9:44,pm,Nx50
3890,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,64,50,188.3,9:44,pm,Nx50
3895,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,64,55,188.3,9:44,pm,Nx50
3900,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,65,00,188.3,9:44,pm,Nx50
3905,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,65,05,188.3,9:45,pm,Nx50
3910,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,65,10,188.3,9:45,pm,Nx50
3915,0,0,0,0.53,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,65,15,188.3,9:45,pm,Nx50
3920,0,0,0,0.53,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,65,20,188.3,9:45,pm,Nx50
3925,0,0,0,0.53,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,65,25,188.3,9:45,pm,Nx50
3930,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,65,30,188.3,9:45,pm,Nx50
3935,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,65,35,188.3,9:45,pm,Nx50
3940,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,65,40,188.3,9:45,pm,Nx50
3945,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,65,45,188.3,9:45,pm,Nx50
3950,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,65,50,188.3,9:45,pm,Nx50
3955,0,0,0,0.53,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,65,55,188.3,9:45,pm,Nx50
3960,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,66,00,188.3,9:45,pm,Nx50
3965,0,0,0,0.51,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,66,05,188.3,9:46,pm,Nx50
3970,0,0,0,0.52,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,66,10,188.3,9:46,pm,Nx50
3975,0,0,0,0.53,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,66,15,188.3,9:46,pm,Nx50
3980,0,0,0,0.51,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,66,20,188.3,9:46,pm,Nx50
3985,0,0,0,0.51,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,66,25,188.3,9:46,pm,Nx50
3990,0,0,0,0.51,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,66,30,188.3,9:46,pm,Nx50
3995,0,0,0,0.51,50,0,0,99,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,66,35,188.3,9:46,pm,Nx50